,CIK,Company_Name,Filing,Date,Hedge_Positive,Hedge_FalsePositive
1765,1073208,FBR ASSET INVESTMENT CORP/VA (CIK 0001073208),10-Q,2001-08-14,1,
1766,1073208,FBR ASSET INVESTMENT CORP/VA (CIK 0001073208),10-Q/A,2001-11-14,1,
1767,1073208,FBR ASSET INVESTMENT CORP/VA (CIK 0001073208),10-Q/A,2001-11-14,1,
1768,1073208,FBR ASSET INVESTMENT CORP/VA (CIK 0001073208),10-K,2002-03-29,1,
1769,1073208,FBR ASSET INVESTMENT CORP/VA (CIK 0001073208),10-K,2002-03-29,1,
1770,1073208,FBR ASSET INVESTMENT CORP/VA (CIK 0001073208),10-Q,2002-05-15,1,
1771,1073208,FBR ASSET INVESTMENT CORP/VA (CIK 0001073208),10-K/A,2002-06-27,1,
1772,1073208,FBR ASSET INVESTMENT CORP/VA (CIK 0001073208),10-Q,2002-08-09,1,
1773,1073208,FBR ASSET INVESTMENT CORP/VA (CIK 0001073208),10-Q,2002-11-15,1,
1774,1210936,EASY GARDENER PRODUCTS LTD (CIK 0001210936),10-Q,2004-05-14,1,
1775,225569,AMRESCO INC (CIK 0000225569),10-Q,2000-08-04,1,
1776,225569,AMRESCO INC (CIK 0000225569),10-Q,2000-11-14,1,
1777,225569,AMRESCO INC (CIK 0000225569),10-K,2001-04-02,1,
1778,225569,AMRESCO INC (CIK 0000225569),10-Q,2001-05-15,1,
1779,1054337,AMRESCO CAPITAL TRUST (CIK 0001054337),10-Q,2000-08-14,1,
1780,1054337,AMRESCO CAPITAL TRUST (CIK 0001054337),10-Q,2000-11-14,1,
1781,1054337,AMRESCO CAPITAL TRUST (CIK 0001054337),10-Q,2001-10-29,1,
1782,1055684,UNICAPITAL CORP (CIK 0001055684),10-Q,2000-08-14,1,
1783,1055684,UNICAPITAL CORP (CIK 0001055684),10-Q,2000-11-28,1,
1784,1024302,INKTOMI CORP (CIK 0001024302),10-K,2000-12-28,1,
1785,1024302,INKTOMI CORP (CIK 0001024302),10-Q,2001-02-14,1,
1786,1024302,INKTOMI CORP (CIK 0001024302),10-Q,2001-05-14,1,
1787,1024302,INKTOMI CORP (CIK 0001024302),10-Q,2001-05-14,1,
1788,1024302,INKTOMI CORP (CIK 0001024302),10-Q,2001-08-13,1,
1789,1024302,INKTOMI CORP (CIK 0001024302),10-K,2001-12-31,1,
1790,1024302,INKTOMI CORP (CIK 0001024302),10-Q,2002-02-14,1,
1791,1024302,INKTOMI CORP (CIK 0001024302),10-Q,2002-05-13,1,
1792,1024302,INKTOMI CORP (CIK 0001024302),10-Q,2002-08-14,1,
1793,1024302,INKTOMI CORP (CIK 0001024302),10-K,2002-12-30,1,
1794,1024302,INKTOMI CORP (CIK 0001024302),10-Q/A,2003-01-16,1,
1795,1024302,INKTOMI CORP (CIK 0001024302),10-Q,2003-02-14,1,
1796,921742,CITADEL COMMUNICATIONS CORP (CIK 0000921742),10-Q,2000-08-14,1,
1797,921742,CITADEL COMMUNICATIONS CORP (CIK 0000921742),10-Q,2000-11-14,1,
1798,921742,CITADEL COMMUNICATIONS CORP (CIK 0000921742),10-Q,2001-05-15,1,
1799,1061763,HUNGRY MINDS INC /DE/ (CIK 0001061763),10-Q,2001-05-15,1,
1800,1061763,HUNGRY MINDS INC /DE/ (CIK 0001061763),10-Q,2001-08-14,1,
1801,948263,GIGA INFORMATION GROUP INC (CIK 0000948263),10-Q,2001-05-15,1,
1802,824719,BANKFIRST CORP (CIK 0000824719),10-Q,2000-11-13,1,
1803,1066806,CONOCO INC /DE (CIK 0001066806),10-K,2002-03-15,1,
1804,1015551,SPRINT SPECTRUM L P (CIK 0001015551),10-Q,2001-05-15,1,
1805,1015551,SPRINT SPECTRUM L P (CIK 0001015551),10-Q,2001-08-14,1,
1806,1068044,PENNZOIL QUAKER STATE CO (CIK 0001068044),10-Q,2001-05-14,1,
1807,1068044,PENNZOIL QUAKER STATE CO (CIK 0001068044),10-Q,2001-08-14,1,
1808,1068044,PENNZOIL QUAKER STATE CO (CIK 0001068044),10-Q,2001-11-07,1,
1809,1068044,PENNZOIL QUAKER STATE CO (CIK 0001068044),10-Q/A,2002-03-11,1,
1810,1068044,PENNZOIL QUAKER STATE CO (CIK 0001068044),10-Q/A,2002-03-11,1,
1811,1068044,PENNZOIL QUAKER STATE CO (CIK 0001068044),10-Q/A,2002-03-11,1,
1812,1068044,PENNZOIL QUAKER STATE CO (CIK 0001068044),10-Q,2002-08-13,1,
1813,1068044,PENNZOIL QUAKER STATE CO (CIK 0001068044),10-Q,2002-11-13,1,
1814,1059127,ALADDIN GAMING HOLDING LLC (CIK 0001059127),10-Q,2000-08-14,1,
1815,1059127,ALADDIN GAMING HOLDING LLC (CIK 0001059127),10-Q,2000-11-14,1,
1816,1059127,ALADDIN GAMING HOLDING LLC (CIK 0001059127),10-Q,2001-05-15,1,
1817,1059127,ALADDIN GAMING HOLDING LLC (CIK 0001059127),10-Q,2001-08-14,1,
1818,1059127,ALADDIN GAMING HOLDING LLC (CIK 0001059127),10-Q/A,2001-08-16,1,
1819,1059127,ALADDIN GAMING HOLDING LLC (CIK 0001059127),10-Q,2001-11-14,1,
1820,1019508,GOLDEN STATE BANCORP INC (CIK 0001019508),10-Q,2000-08-11,1,
1821,1019508,GOLDEN STATE BANCORP INC (CIK 0001019508),10-Q,2000-08-11,1,
1822,1019508,GOLDEN STATE BANCORP INC (CIK 0001019508),10-Q,2000-11-13,1,
1823,1019508,GOLDEN STATE BANCORP INC (CIK 0001019508),10-Q,2000-11-13,1,
1824,1019508,GOLDEN STATE BANCORP INC (CIK 0001019508),10-K,2001-03-26,1,
1825,1019508,GOLDEN STATE BANCORP INC (CIK 0001019508),10-Q,2001-05-11,1,
1826,1019508,GOLDEN STATE BANCORP INC (CIK 0001019508),10-Q,2001-05-11,1,
1827,1019508,GOLDEN STATE BANCORP INC (CIK 0001019508),10-Q,2001-08-10,1,
1828,1019508,GOLDEN STATE BANCORP INC (CIK 0001019508),10-Q,2001-08-10,1,
1829,1019508,GOLDEN STATE BANCORP INC (CIK 0001019508),10-Q,2001-11-09,1,
1830,1019508,GOLDEN STATE BANCORP INC (CIK 0001019508),10-Q,2001-11-09,1,
1831,1019508,GOLDEN STATE BANCORP INC (CIK 0001019508),10-K,2002-03-28,1,
1832,1019508,GOLDEN STATE BANCORP INC (CIK 0001019508),10-K,2002-03-28,1,
1833,1019508,GOLDEN STATE BANCORP INC (CIK 0001019508),10-Q,2002-05-10,1,
1834,1019508,GOLDEN STATE BANCORP INC (CIK 0001019508),10-Q,2002-05-10,1,
1835,1019508,GOLDEN STATE BANCORP INC (CIK 0001019508),10-Q,2002-08-13,1,
1836,1019508,GOLDEN STATE BANCORP INC (CIK 0001019508),10-Q,2002-08-13,1,
1837,1070321,COHOES BANCORP INC (CIK 0001070321),10-K,2000-09-28,1,
1838,797556,LAROCHE INDUSTRIES INC (CIK 0000797556),10-K,2001-03-20,1,
1839,1055131,ZIFF DAVIS INC (CIK 0001055131),10-Q,2000-08-14,1,
1840,1078693,HEARME (CIK 0001078693),10-Q,2000-08-11,1,
1841,1078693,HEARME (CIK 0001078693),10-Q/A,2000-08-14,1,
1842,1065748,CAREERBUILDER INC (CIK 0001065748),10-Q,2000-08-14,1,
1843,1081393,ZIPLINK INC (CIK 0001081393),10-Q,2000-08-14,1,
1844,1081665,NETWORK ACCESS SOLUTIONS CORP (CIK 0001081665),10-K,2001-03-30,1,
1845,1030452,MOLL INDUSTRIES INC (CIK 0001030452),10-Q,2000-11-21,1,
1846,1030452,MOLL INDUSTRIES INC (CIK 0001030452),10-Q,2000-11-21,1,
1847,1030452,MOLL INDUSTRIES INC (CIK 0001030452),10-K,2001-04-17,1,
1848,1030452,MOLL INDUSTRIES INC (CIK 0001030452),10-Q,2001-05-21,1,
1849,1030452,MOLL INDUSTRIES INC (CIK 0001030452),10-Q,2001-08-14,1,
1850,1030452,MOLL INDUSTRIES INC (CIK 0001030452),10-Q,2001-11-19,1,
1851,1085095,TD WATERHOUSE GROUP INC (CIK 0001085095),10-Q,2001-03-15,1,
1852,1078073,MP3 COM INC (CIK 0001078073),10-Q,2000-07-27,1,
1853,1078073,MP3 COM INC (CIK 0001078073),10-Q,2000-10-20,1,
1854,1078073,MP3 COM INC (CIK 0001078073),10-Q,2001-04-27,1,
1855,1078073,MP3 COM INC (CIK 0001078073),10-Q,2001-08-02,1,
1856,1058430,BIGSTAR ENTERTAINMENT INC /NY (CIK 0001058430),10-K,2002-04-16,1,
1857,1085098,DIGEX INC/DE (CIK 0001085098),10-K,2001-04-02,1,
1858,1085098,DIGEX INC/DE (CIK 0001085098),10-Q,2001-11-14,1,
1859,1085098,DIGEX INC/DE (CIK 0001085098),10-K/A,2001-12-07,1,
1860,1085098,DIGEX INC/DE (CIK 0001085098),10-K,2002-04-01,1,
1861,1085098,DIGEX INC/DE (CIK 0001085098),10-K,2002-04-01,1,
1862,1085098,DIGEX INC/DE (CIK 0001085098),10-K,2003-03-31,1,
1863,1041878,KSL RECREATION GROUP INC (CIK 0001041878),10-Q,2000-09-14,1,
1864,1041878,KSL RECREATION GROUP INC (CIK 0001041878),10-K,2001-01-29,1,
1865,1041878,KSL RECREATION GROUP INC (CIK 0001041878),10-Q,2001-03-19,1,
1866,1041878,KSL RECREATION GROUP INC (CIK 0001041878),10-Q,2001-06-12,1,
1867,1041878,KSL RECREATION GROUP INC (CIK 0001041878),10-Q,2001-09-14,1,
1868,1041878,KSL RECREATION GROUP INC (CIK 0001041878),10-Q,2002-03-18,1,
1869,1041878,KSL RECREATION GROUP INC (CIK 0001041878),10-Q,2002-06-14,1,
1870,1041878,KSL RECREATION GROUP INC (CIK 0001041878),10-Q,2002-09-16,1,
1871,1041878,KSL RECREATION GROUP INC (CIK 0001041878),10-K,2003-01-24,1,
1872,1041878,KSL RECREATION GROUP INC (CIK 0001041878),10-Q,2003-03-11,1,
1873,1088820,LOISLAW COM INC (CIK 0001088820),10-Q,2000-08-14,1,
1874,1088820,LOISLAW COM INC (CIK 0001088820),10-Q,2000-11-14,1,
1875,1090445,HOMESERVICES COM INC (CIK 0001090445),10-Q,2001-04-27,1,
1876,1090445,HOMESERVICES COM INC (CIK 0001090445),10-Q,2001-08-02,1,
1877,1002119,ILLUMINET HOLDINGS INC (CIK 0001002119),10-Q,2000-08-14,1,
1878,1002119,ILLUMINET HOLDINGS INC (CIK 0001002119),10-K,2001-03-09,1,
1879,1037900,STC BROADCASTING INC (CIK 0001037900),10-Q,2000-08-04,1,
1880,1037900,STC BROADCASTING INC (CIK 0001037900),10-Q,2000-11-08,1,
1881,1037900,STC BROADCASTING INC (CIK 0001037900),10-K,2001-03-01,1,
1882,1037900,STC BROADCASTING INC (CIK 0001037900),10-Q,2001-05-11,1,
1883,1037900,STC BROADCASTING INC (CIK 0001037900),10-Q,2001-08-10,1,
1884,1037900,STC BROADCASTING INC (CIK 0001037900),10-Q,2001-11-08,1,
1885,1037900,STC BROADCASTING INC (CIK 0001037900),10-K,2002-02-26,1,
1886,1089786,LANIER WORLDWIDE INC (CIK 0001089786),10-Q,2000-11-13,1,
1887,1089786,LANIER WORLDWIDE INC (CIK 0001089786),10-Q,2000-11-13,1,
1888,1050935,TRANSWESTERN HOLDINGS LP (CIK 0001050935),10-Q,2001-08-14,1,
1889,1050935,TRANSWESTERN HOLDINGS LP (CIK 0001050935),10-Q,2001-08-14,1,
1890,1050935,TRANSWESTERN HOLDINGS LP (CIK 0001050935),10-Q,2001-08-14,1,
1891,1091893,SMARTERKIDS COM INC (CIK 0001091893),10-K,2001-04-02,1,
1892,1089341,TELECORP PCS INC (CIK 0001089341),10-Q,2000-08-11,1,
1893,1089341,TELECORP PCS INC (CIK 0001089341),10-Q,2000-08-11,1,
1894,1089341,TELECORP PCS INC (CIK 0001089341),10-Q,2000-08-11,1,
1895,1089341,TELECORP PCS INC (CIK 0001089341),10-Q,2000-08-11,1,
1896,1089341,TELECORP PCS INC (CIK 0001089341),10-Q,2000-11-14,1,
1897,1089341,TELECORP WIRELESS INC (CIK 0001089341),10-K,2001-03-30,1,
1898,1089341,TELECORP PCS INC (CIK 0001089341),10-Q,2000-08-11,1,
1899,1089341,TELECORP PCS INC (CIK 0001089341),10-Q,2000-08-11,1,
1900,1089341,TELECORP PCS INC (CIK 0001089341),10-Q,2000-08-11,1,
1901,1089341,TELECORP PCS INC (CIK 0001089341),10-Q,2000-08-11,1,
1902,1113948,TELECORP TRITEL HOLDING CO (CIK 0001113948),10-Q,2000-11-14,1,
1903,1113948,TELECORP PCS INC /VA/ (CIK 0001113948),10-K,2001-03-30,1,
1904,1113948,TELECORP PCS INC /VA/ (CIK 0001113948),10-Q,2001-05-15,1,
1905,1113948,TELECORP PCS INC /VA/ (CIK 0001113948),10-Q,2001-05-15,1,
1906,1113948,TELECORP PCS INC /VA/ (CIK 0001113948),10-Q,2001-08-14,1,
1907,1113948,TELECORP PCS INC /VA/ (CIK 0001113948),10-Q,2001-11-14,1,
1908,1096958,OPENTV CORP (CIK 0001096958),10-Q,2002-11-14,1,
1909,1096958,OPENTV CORP (CIK 0001096958),10-K,2003-04-11,1,
1910,1096958,OPENTV CORP (CIK 0001096958),10-Q,2003-05-15,1,
1911,1096958,OPENTV CORP (CIK 0001096958),10-Q,2003-08-14,1,
1912,1096958,OPENTV CORP (CIK 0001096958),10-Q,2003-11-14,1,
1913,1096958,OPENTV CORP (CIK 0001096958),10-K,2004-03-15,1,
1914,1096958,OPENTV CORP (CIK 0001096958),10-Q,2004-05-10,1,
1915,1096958,OPENTV CORP (CIK 0001096958),10-Q,2004-08-09,1,
1916,1096958,OPENTV CORP (CIK 0001096958),10-Q,2004-11-09,1,
1917,1096958,OPENTV CORP (CIK 0001096958),10-K,2005-03-16,1,
1918,1096958,OPENTV CORP (CIK 0001096958),10-Q,2005-05-10,1,
1919,1096958,OPENTV CORP (CIK 0001096958),10-Q,2005-08-09,1,
1920,1096958,OPENTV CORP (CIK 0001096958),10-Q,2005-11-07,1,
1921,1096958,OPENTV CORP (CIK 0001096958),10-K,2006-03-31,1,
1922,1096958,OPENTV CORP (CIK 0001096958),10-Q,2006-05-10,1,
1923,1096958,OPENTV CORP (CIK 0001096958),10-Q,2006-08-09,1,
1924,1096958,OPENTV CORP (CIK 0001096958),10-Q,2006-11-06,1,
1925,1096958,OPENTV CORP (CIK 0001096958),10-K,2007-03-15,1,
1926,1096958,OPENTV CORP (CIK 0001096958),10-Q,2007-05-08,1,
1927,1096958,OPENTV CORP (CIK 0001096958),10-Q,2007-08-02,1,
1928,1096958,OPENTV CORP (CIK 0001096958),10-Q,2007-11-07,1,
1929,1096958,OPENTV CORP (CIK 0001096958),10-K,2008-03-11,1,
1930,1096958,OPENTV CORP (CIK 0001096958),10-Q,2008-05-06,1,
1931,1096958,OPENTV CORP (CIK 0001096958),10-Q,2008-08-07,1,
1932,1096958,OPENTV CORP (CIK 0001096958),10-Q,2008-11-06,1,
1933,1096958,OPENTV CORP (CIK 0001096958),10-K,2009-03-10,1,
1934,1096958,OPENTV CORP (CIK 0001096958),10-Q,2009-05-11,1,
1935,1096958,OPENTV CORP (CIK 0001096958),10-Q,2009-08-07,1,
1936,1096958,OPENTV CORP (CIK 0001096958),10-Q,2009-11-04,1,
1937,1096958,OPENTV CORP (CIK 0001096958),10-K,2010-03-15,1,
1938,1047368,GLENOIT CORP (CIK 0001047368),10-Q,2000-08-21,1,
1939,1047368,GLENOIT CORP (CIK 0001047368),10-Q,2000-11-20,1,
1940,1088384,TRITEL PCS INC (CIK 0001088384),10-Q,2000-11-14,1,
1941,1088384,TRITEL PCS INC (CIK 0001088384),10-K,2001-03-30,1,
1942,1088383,TRITEL INC (CIK 0001088383),10-Q,2000-08-11,1,
1943,1088383,TRITEL INC (CIK 0001088383),10-Q,2000-11-15,1,
1944,1088384,TRITEL PCS INC (CIK 0001088384),10-K,2001-03-30,1,
1945,1095603,COORSTEK INC (CIK 0001095603),10-Q,2000-11-13,1,
1946,1095603,COORSTEK INC (CIK 0001095603),10-Q,2001-05-14,1,
1947,1095603,COORSTEK INC (CIK 0001095603),10-Q,2001-07-31,1,
1948,1095603,COORSTEK INC (CIK 0001095603),10-Q,2001-11-09,1,
1949,1095603,COORSTEK INC (CIK 0001095603),10-Q,2001-11-09,1,
1950,1095603,COORSTEK INC (CIK 0001095603),10-Q,2002-04-30,1,
1951,1095603,COORSTEK INC (CIK 0001095603),10-Q,2002-08-14,1,
1952,1095603,COORSTEK INC (CIK 0001095603),10-Q,2002-10-30,1,
1953,1094635,SECURITY FINANCIAL BANCORP INC (CIK 0001094635),10-K,2002-09-30,1,
1954,1066242,COYNE INTERNATIONAL ENTERPRISES CORP (CIK 0001066242),10-K,2001-01-26,1,
1955,1066242,COYNE INTERNATIONAL ENTERPRISES CORP (CIK 0001066242),10-Q,2001-06-13,1,
1956,1066242,COYNE INTERNATIONAL ENTERPRISES CORP (CIK 0001066242),10-Q,2001-09-12,1,
1957,1066242,COYNE INTERNATIONAL ENTERPRISES CORP (CIK 0001066242),10-K/A,2002-04-17,1,
1958,1066242,COYNE INTERNATIONAL ENTERPRISES CORP (CIK 0001066242),10-Q,2002-09-10,1,
1959,1058560,EVEREST HEALTHCARE SERVICES CORP (CIK 0001058560),10-K,2000-12-27,1,
1960,1097892,LIGHTSPAN INC (CIK 0001097892),10-Q,2000-09-14,1,
1961,1097892,LIGHTSPAN INC (CIK 0001097892),10-K,2001-04-30,1,
1962,1097892,LIGHTSPAN INC (CIK 0001097892),10-Q,2001-06-15,1,
1963,1097892,LIGHTSPAN INC (CIK 0001097892),10-Q,2001-09-14,1,
1964,1097892,LIGHTSPAN INC (CIK 0001097892),10-Q,2001-12-17,1,
1965,1097892,LIGHTSPAN INC (CIK 0001097892),10-K,2002-04-30,1,
1966,1097892,LIGHTSPAN INC (CIK 0001097892),10-Q,2002-06-14,1,
1967,1097892,LIGHTSPAN INC (CIK 0001097892),10-Q,2002-09-13,1,
1968,1097892,LIGHTSPAN INC (CIK 0001097892),10-Q,2002-12-13,1,
1969,1097892,LIGHTSPAN INC (CIK 0001097892),10-K,2003-04-29,1,
1970,1097892,LIGHTSPAN INC (CIK 0001097892),10-Q,2003-06-13,1,
1971,1097892,LIGHTSPAN INC (CIK 0001097892),10-Q,2003-09-12,1,
1972,1097338,WITNESS SYSTEMS INC (CIK 0001097338),10-Q,2002-11-13,1,
1973,1097338,WITNESS SYSTEMS INC (CIK 0001097338),10-Q,2004-05-10,1,
1974,1097338,WITNESS SYSTEMS INC (CIK 0001097338),10-Q/A,2004-07-30,1,
1975,1097338,WITNESS SYSTEMS INC (CIK 0001097338),10-Q,2004-08-09,1,
1976,1097338,WITNESS SYSTEMS INC (CIK 0001097338),10-Q,2004-11-05,1,
1977,1097338,WITNESS SYSTEMS INC (CIK 0001097338),10-Q,2005-05-10,1,
1978,1097338,WITNESS SYSTEMS INC (CIK 0001097338),10-Q,2005-08-09,1,
1979,1097338,WITNESS SYSTEMS INC (CIK 0001097338),10-Q,2005-11-07,1,
1980,1097338,WITNESS SYSTEMS INC (CIK 0001097338),10-Q,2006-05-09,1,
1981,1097338,WITNESS SYSTEMS INC (CIK 0001097338),10-Q,2007-02-08,1,
1982,1097338,WITNESS SYSTEMS INC (CIK 0001097338),10-Q,2007-02-08,1,
1983,1097338,WITNESS SYSTEMS INC (CIK 0001097338),10-Q/A,2007-02-08,1,
1984,1097338,WITNESS SYSTEMS INC (CIK 0001097338),10-Q,2007-05-08,1,
1985,1099363,NET2000 COMMUNICATIONS INC (CIK 0001099363),10-Q,2000-08-14,1,
1986,1099363,NET2000 COMMUNICATIONS INC (CIK 0001099363),10-Q,2001-08-07,1,
1987,1099363,NET2000 COMMUNICATIONS INC (CIK 0001099363),10-Q,2001-11-19,1,
1988,1102542,SCO GROUP INC (CIK 0001102542),10-Q,2005-06-03,1,
1989,1097264,ALLOS THERAPEUTICS (CIK 0001097264),10-Q,2001-05-03,1,
1990,1097264,ALLOS THERAPEUTICS (CIK 0001097264),10-Q,2001-08-14,1,
1991,1097264,ALLOS THERAPEUTICS (CIK 0001097264),10-Q,2001-11-13,1,
1992,1103585,THREE RIVERS BANCORP INC (CIK 0001103585),10-Q,2000-08-14,1,
1993,1103585,THREE RIVERS BANCORP INC (CIK 0001103585),10-Q,2000-11-13,1,
1994,1103585,THREE RIVERS BANCORP INC (CIK 0001103585),10-K,2001-03-20,1,
1995,1103585,THREE RIVERS BANCORP INC (CIK 0001103585),10-K/A,2001-03-28,1,
1996,1103585,THREE RIVERS BANCORP INC (CIK 0001103585),10-Q,2001-05-14,1,
1997,1103585,THREE RIVERS BANCORP INC (CIK 0001103585),10-Q,2001-08-14,1,
1998,1103585,THREE RIVERS BANCORP INC (CIK 0001103585),10-Q,2001-11-13,1,
1999,1103585,THREE RIVERS BANCORP INC (CIK 0001103585),10-K,2002-03-19,1,
2000,1037834,CROSSWORLDS SOFTWARE INC (CIK 0001037834),10-Q,2000-11-07,1,
2001,1113529,O2WIRELESS SOLUTIONS INC (CIK 0001113529),10-Q,2000-11-13,1,
2002,1113529,O2WIRELESS SOLUTIONS INC (CIK 0001113529),10-Q,2000-11-13,1,
2003,1113529,O2WIRELESS SOLUTIONS INC (CIK 0001113529),10-Q,2001-05-14,1,
2004,1113529,O2WIRELESS SOLUTIONS INC (CIK 0001113529),10-Q,2001-08-14,1,
2005,1113529,O2WIRELESS SOLUTIONS INC (CIK 0001113529),10-Q,2001-11-14,1,
2006,1113529,O2WIRELESS SOLUTIONS INC (CIK 0001113529),10-Q,2002-05-20,1,
2007,1113529,O2WIRELESS SOLUTIONS INC (CIK 0001113529),10-Q,2002-08-19,1,
2008,1109860,PURE RESOURCES INC (CIK 0001109860),10-Q,2001-08-14,1,
2009,1109860,PURE RESOURCES INC (CIK 0001109860),10-Q,2001-08-14,1,
2010,1109860,PURE RESOURCES INC (CIK 0001109860),10-Q,2001-11-14,1,
2011,1109860,PURE RESOURCES INC (CIK 0001109860),10-Q,2002-05-15,1,
2012,1109860,PURE RESOURCES INC (CIK 0001109860),10-K/A,2002-08-05,1,
2013,1109860,PURE RESOURCES INC (CIK 0001109860),10-Q,2002-08-14,1,
2014,1111938,APW LTD (CIK 0001111938),10-Q,2000-08-17,1,
2015,1111938,APW LTD (CIK 0001111938),10-Q,2001-01-05,1,
2016,1111938,APW LTD (CIK 0001111938),10-Q,2001-04-16,1,
2017,1111938,APW LTD (CIK 0001111938),10-Q,2001-07-16,1,
2018,1111938,APW LTD (CIK 0001111938),10-Q,2002-01-14,1,
2019,1111938,APW LTD (CIK 0001111938),10-Q/A,2002-01-15,1,
2020,1111938,APW LTD (CIK 0001111938),10-Q,2002-04-15,1,
2021,1111938,APW LTD (CIK 0001111938),10-Q,2002-08-13,1,
2022,1111938,APW LTD (CIK 0001111938),10-K/A,2002-11-07,1,
2023,1111938,APW LTD (CIK 0001111938),10-Q/A,2002-11-07,1,
2024,1111938,APW LTD (CIK 0001111938),10-Q/A,2002-11-12,1,
2025,1111938,APW LTD (CIK 0001111938),10-Q/A,2002-11-12,1,
2026,1111938,APW LTD (CIK 0001111938),10-K,2002-12-27,1,
2027,1052667,CHILES OFFSHORE INC/NEW/ (CIK 0001052667),10-K,2001-03-30,1,
2028,1052667,CHILES OFFSHORE INC/NEW/ (CIK 0001052667),10-Q,2001-11-14,1,
2029,1052667,CHILES OFFSHORE INC/NEW/ (CIK 0001052667),10-Q,2002-05-14,1,
2030,1017174,MAINSPRING INC (CIK 0001017174),10-Q,2000-11-14,1,
2031,1017174,MAINSPRING INC (CIK 0001017174),10-K,2001-03-30,1,
2032,1017174,MAINSPRING INC (CIK 0001017174),10-Q,2001-05-14,1,
2033,914201,3 DIMENSIONAL PHARMACEUTICALS INC (CIK 0000914201),10-K,2001-03-30,1,
2034,914201,3 DIMENSIONAL PHARMACEUTICALS INC (CIK 0000914201),10-Q,2001-11-14,1,
2035,914201,3 DIMENSIONAL PHARMACEUTICALS INC (CIK 0000914201),10-Q,2002-05-14,1,
2036,914201,3 DIMENSIONAL PHARMACEUTICALS INC (CIK 0000914201),10-Q,2002-08-13,1,
2037,914201,3 DIMENSIONAL PHARMACEUTICALS INC (CIK 0000914201),10-Q,2002-11-15,1,
2038,1044435,ACTIVE POWER INC (CIK 0001044435),10-Q,2010-10-27,1,
2039,1097002,EVOLVE SOFTWARE INC (CIK 0001097002),10-K,2001-09-28,1,
2040,1116141,SYNAVANT INC (CIK 0001116141),10-Q,2000-11-14,1,
2041,1088242,ELASTIC NETWORKS INC (CIK 0001088242),10-K,2001-03-29,1,
2042,1088724,INFORMAX INC (CIK 0001088724),10-Q,2000-11-16,1,
2043,1088724,INFORMAX INC (CIK 0001088724),10-Q,2001-05-15,1,
2044,1088724,INFORMAX INC (CIK 0001088724),10-Q,2001-08-10,1,
2045,1088724,INFORMAX INC (CIK 0001088724),10-Q,2001-11-14,1,
2046,1088724,INFORMAX INC (CIK 0001088724),10-K,2002-04-01,1,
2047,1088724,INFORMAX INC (CIK 0001088724),10-Q,2002-05-15,1,
2048,1088724,INFORMAX INC (CIK 0001088724),10-Q,2002-08-14,1,
2049,1088724,INFORMAX INC (CIK 0001088724),10-Q,2002-11-14,1,
2050,1135017,KINDER MORGAN MANAGEMENT LLC (CIK 0001135017),10-K/A,2002-06-12,1,
2051,1135017,KINDER MORGAN MANAGEMENT LLC (CIK 0001135017),10-K,2003-02-26,1,
2052,1135017,KINDER MORGAN MANAGEMENT LLC (CIK 0001135017),10-K,2004-03-05,1,
2053,1135017,KINDER MORGAN MANAGEMENT LLC (CIK 0001135017),10-K,2005-03-04,1,
2054,1135017,KINDER MORGAN MANAGEMENT LLC (CIK 0001135017),10-K,2006-03-15,1,
2055,1135017,KINDER MORGAN MANAGEMENT LLC (CIK 0001135017),10-K,2007-03-01,1,
2056,1135017,KINDER MORGAN MANAGEMENT LLC (CIK 0001135017),10-K,2008-02-29,1,
2057,1135017,KINDER MORGAN MANAGEMENT LLC (CIK 0001135017),10-K,2009-03-02,1,
2058,1135017,KINDER MORGAN MANAGEMENT LLC (CIK 0001135017),10-K,2010-02-26,1,
2059,1135017,KINDER MORGAN MANAGEMENT LLC (CIK 0001135017),10-K,2011-02-24,1,
2060,1135017,KINDER MORGAN MANAGEMENT LLC (CIK 0001135017),10-K,2011-02-24,1,
2061,1135017,KINDER MORGAN MANAGEMENT LLC (CIK 0001135017),10-K,2012-02-22,1,
2062,1135017,KINDER MORGAN MANAGEMENT LLC (CIK 0001135017),10-K,2013-02-21,1,
2063,1135017,KINDER MORGAN MANAGEMENT LLC (CIK 0001135017),10-K,2014-02-20,1,
2064,1135017,KINDER MORGAN MANAGEMENT LLC (CIK 0001135017),10-Q,2014-07-29,1,
2065,1135017,KINDER MORGAN MANAGEMENT LLC (CIK 0001135017),10-Q,2014-10-28,1,
2066,1029315,OSI COLLECTION SERVICES INC (CIK 0001029315),10-K,2009-03-31,1,
2067,1029315,OSI COLLECTION SERVICES INC (CIK 0001029315),10-K,2010-03-31,1,
2068,1029315,OSI COLLECTION SERVICES INC (CIK 0001029315),10-K/A,2010-04-05,1,
2069,1029315,OSI COLLECTION SERVICES INC (CIK 0001029315),10-K,2011-03-31,1,
2070,1491594,"Connors Bros. Holdings, L.P. (CIK 0001491594)",10-Q,2010-08-17,1,
2071,1491594,"Connors Bros. Holdings, L.P. (CIK 0001491594)",10-Q,2010-11-01,1,
2072,1063699,ALLIANCE LAUNDRY SYSTEMS LLC (CIK 0001063699),10-Q,2001-05-02,1,
2073,1063697,ALLIANCE LAUNDRY CORP (CIK 0001063697),10-Q,2001-08-02,1,
